ville,hotel,url,distance,adresse,score,description,latitude_hotel,longitude_hotel
Nîmes,"LE COSY Joli F2 proche gare, Arénes avec terrasse privée",https://www.booking.com/hotel/fr/le-cosy-nimes2.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"1,6 km du centre","37 Rue de Toulouse, 30000 Nîmes, France",9.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement LE COSY Joli F2 proche gare, Arénes avec terrasse privée !",43.828005000000005,4.374962099999999
Nîmes,Le MOKA Charmant Appartement au coeur de ville,https://www.booking.com/hotel/fr/le-moka-charmant-appartement-au-coeur-de-ville.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,150 m du centre,"2eme étages 11 Rue Saint-Castor, 30000 Nîmes, France",9.3,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le MOKA Charmant Appartement au coeur de ville !,43.8386227,4.3604271
Nîmes,"Beau F3, rénové, calme, en plein centre de Nimes",https://www.booking.com/hotel/fr/beau-f3-renove-calme-en-plein-centre-de-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"0,5 km du centre","8 Rue de Preston, 30000 Nîmes, France",9.3,"Situé à Nîmes, à 13 km du parc des expositions, à 34 km de l'amphithéâtre d'Arles et à 43 km de la gare centrale d'Avignon, le Beau F3, rénové, calme, en plein centre de Nîmes propose un hébergement avec un balcon et une connexion Wi-Fi gratuite. Cet appartement se trouve à 48 km du Zénith Sud de Montpellier et à 49 km du centre commercial Odysseum.",43.837850766982,4.366475922684
Nîmes,Les Jasmins 1 - Nimes,https://www.booking.com/hotel/fr/les-jasmins-1-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"1,8 km du centre","Etage 4 26 Rue du Romarin, 30900 Nîmes, France",9.3,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'établissement Les Jasmins 1 - Nimes propose des hébergements à Nîmes, à seulement 1,2 km du parc des expositions. Il se trouve à 46 km du centre commercial Odysseum et à 48 km de la gare centrale d'Avignon.",43.821238340828,4.355590120900995
Nîmes,Eco'cooning,https://www.booking.com/hotel/fr/eco-cooning.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,30 m du centre,"1 Rue de la Trésorerie, 30000 Nîmes, France",9.1,"Situé à Nîmes, à 13 km du parc des expositions et à 34 km de l'amphithéâtre d'Arles, l'Ecooning propose un hébergement avec une cuisine. Cet appartement se trouve à 46 km de la gare TGV d'Avignon et à 48 km du Zénith Sud Montpellier.",43.8371907,4.3598651
Nîmes,"Nimes , appartement rénové dans immeuble classé.",https://www.booking.com/hotel/fr/nimes-appartement-renove-dans-immeuble-classe.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,350 m du centre,"2 eme étage 72 Boulevard Gambetta, 30000 Nîmes, France",9.1,"Offrant une vue sur la ville, le Nimes, appartement rénové dans immeuble classé. Situé à environ 13 km du parc des expositions de Nîmes, cet hébergement dispose d'un balcon et d'une bouilloire. Vous séjournerez à 34 km de l'amphithéâtre d'Arles et à 44 km de la gare centrale d'Avignon.",43.840004199999996,4.362314
Nîmes,L'IDEAL COSY - PARKING PRIVE BALCON CLIM WIFI,https://www.booking.com/hotel/fr/ideal-cosy-parking-prive-balcon-clim-wifi.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"1,2 km du centre","54d Route de Beaucaire, 30000 Nîmes, France",9.0,"L'IDEAL COSY - PARKING PRIVE BALCON CLIM WIFI, une propriété avec un salon commun et une terrasse, est situé à Nîmes, à 34 km de l'amphithéâtre d'Arles, à 42 km de la gare centrale d'Avignon et à 44 km du palais des Papes. Cet hébergement climatisé se trouve à 12 km du parc des expositions de Nîmes. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.",43.838144565324,4.37447524848
Nîmes,Les Esclafidous,https://www.booking.com/hotel/fr/les-esclafidous.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,250 m du centre,"2 etage Gauche 22 bis rue des orangers, 30000 Nîmes, France",8.8,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Esclafidous !,43.8392460970826,4.36190008308881
Nîmes,La Balade Nîmoise Center Car Park AC,https://www.booking.com/hotel/fr/la-balade-nimoise-centre-parking-clim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,350 m du centre,"Residence L'espace des Halles - Appartement 205 22 Boulevard Gambetta, 30000 Nîmes, France",8.8,Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Balade Nîmoise Center Car Park AC !,43.840143177897005,4.358334849073994
Nîmes,L'Exception,https://www.booking.com/hotel/fr/le-national-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,250 m du centre,"28 Rue nationale, 30000 Nîmes, France",8.7,Vous pouvez bénéficier d'une réduction Genius dans l'établissement L'Exception !,43.839707190316005,4.360821622702
Nîmes,Domitys Sophia,https://www.booking.com/hotel/fr/domitys-sophia.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"1,1 km du centre","210 rue Philippe SEGUIN, 30000 Nîmes, France",8.7,"Situé à 13 km du parc des expositions de Nîmes, le Domitys Sophia propose un restaurant, un bar et des hébergements climatisés avec balcon et connexion Wi-Fi gratuite.",43.845396,4.368959
Nîmes,Superbe appartement 32m2 quartier calme 800m des Arènes,https://www.booking.com/hotel/fr/superbe-appartement-32m2-quartier-calme-800m-des-arenes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,9 km du centre","5 Rue François 1er, 30900 Nîmes, France",8.6,"Le Superbe appartement 32m2 quartier calme 800m des Arènes est situé à Nîmes, à 33 km de l'amphithéâtre d'Arles et à 45 km de la gare centrale d'Avignon, dans une région propice à la randonnée. Situé à 15 km du parc des expositions de Nîmes, il propose une connexion Wi-Fi gratuite et une réception ouverte 24h/24.",43.8312825,4.353522399999999
Nîmes,Duplex 120m2 terrasse vue sur nimes,https://www.booking.com/hotel/fr/duplex-120m2-terrasse-vue-sur-nimes-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"0,9 km du centre","36 Boulevard Sergent Triaire, 30000 Nîmes, France",8.5,"Situé à Nîmes, le Duplex 120m2 terrasse vue sur nimes propose un hébergement climatisé avec balcon. Cet appartement se trouve à 44 km de la gare centrale d'Avignon et à 46 km du palais des Papes.",43.8293475,4.3612702
Nîmes,l'Urbanis - Studio proche du centre,https://www.booking.com/hotel/fr/urbanis-studio-proche-du-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"0,8 km du centre","42 Rue Richelieu, 30000 Nîmes, France",8.499243379571247,"Situé à 12 km du parc des expositions de Nîmes, à 35 km de l'amphithéâtre d'Arles et à 43 km de la gare centrale d'Avignon, L'Urbanis Studio proche du centre propose un hébergement à Nîmes. Cet appartement se trouve à 49 km du Zénith Sud de Montpellier et du centre commercial Odysseum.",43.840592799999996,4.3683767
Nîmes,Loft romantique avec SPA,https://www.booking.com/hotel/fr/loft-romantique-avec-spa-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,2 km du centre,"563 Chemin Puech du Teil, 30900 Nîmes, France",8.499243379571247,"Situé à Nîmes, à 34 km de l'amphithéâtre d'Arles et à 46 km du Zénith Sud Montpellier, le Loft romantique avec SPA propose des hébergements avec une connexion Wi-Fi gratuite et une télévision à écran plat. Situé à 16 km du parc des expositions de Nîmes, l'établissement possède un jardin et un parking privé gratuit.",43.8266413,4.3405283
Nîmes,Little corner of Paradise,https://www.booking.com/hotel/fr/little-corner-of-paradise-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"3,2 km du centre","595 Chemin du Paratonnerre, 30900 Nîmes, France",8.499243379571247,"Situé à Nîmes, à 5 km du parc des expositions et à 2,4 km du temple de Diane, le Little corner of Paradise propose la climatisation. Cette maison de vacances dispose d'une piscine privée, d'un jardin et d'un parking privé gratuit.",43.8577085,4.332231800000001
Nîmes,Maison familiale à Nîmes,https://www.booking.com/hotel/fr/maison-familiale-a-nimes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"1,5 km du centre","16 Rue Salomon Reinach, 30000 Nîmes, France",8.4,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Maison familiale à Nîmes !,43.833642397176,4.378096529052
Nîmes,L'Ostium - Porte de France - Central,https://www.booking.com/hotel/fr/ostium-porte-de-france-central.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,"0,6 km du centre","54 Rue Porte de France, 30900 Nîmes, France",8.2,Vous pouvez bénéficier d'une réduction Genius dans l'établissement L'Ostium - Porte de France - Central !,43.8326921,4.3576169
Nîmes,Royal Hôtel,https://www.booking.com/hotel/fr/royal.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from=searchresults#hotelTmpl,450 m du centre,"1 place d'Assas, 30000 Nîmes, France",8.1,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Royal Hôtel !,43.8388150962031,4.3548184633255005
Nîmes,ibis budget Nimes Centre Gare,https://www.booking.com/hotel/fr/ibis-budget-nimes-centre-gare.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9uaW1lc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC5arhnAbAAgHSAiQyNDE2YTFlYi05ZTEyLTRhMTgtODBmMi0zM2Y5NzMyNWQ5NDLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=8bf34a72eb320167&srepoch=1670927718&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"0,8 km du centre","2 Avenue de la Mediterranée  - Accès parking : 2 avenue du Général Leclerc - , 30900 Nîmes, France",8.0,"Situé à seulement 50 mètres de la gare de Nîmes, l'ibis Budget Nîmes Centre Gare vous propose une réception ouverte 24h/24, une bagagerie et une connexion Wi-Fi gratuite dans l'ensemble de l'établissement. Le centre-ville est accessible en 5 minutes à pied.",43.8320559021468,4.3673644959926605
Paris,Studio Bourdonnais,https://www.booking.com/hotel/fr/studio-bourdonnais.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from=searchresults#hotelTmpl,"3,7 km du centre","59 avenue de la Bourdonnais, 7e arr., 75007 Paris, France",9.1,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Studio Bourdonnais !,48.8572306768378,2.30104699730873
Paris,Hotel Lutetia,https://www.booking.com/hotel/fr/lutetia-paris12.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"1,9 km du centre","45 Boulevard Raspail, 6e arr., 75006 Paris, France",9.0,"L’Hotel Lutetia est un établissement de luxe emblématique situé dans le quartier de Saint-Germain-des-Prés. Implanté sur la rive gauche de la Seine, il se trouve à 5 minutes à pied du grand magasin Le Bon Marché et à 2 km du Musée du Louvre.",48.851244,2.327238
Paris,Appartement le Méridien,https://www.booking.com/hotel/fr/appartement-le-ma-c-ridien.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from=searchresults#hotelTmpl,"3,1 km du centre","34, rue Dareau, 14e arr., 75014 Paris, France",8.8,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appartement le Méridien !,48.8308432762067,2.336418628856335
Paris,Le Grey Hotel,https://www.booking.com/hotel/fr/grey.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from=searchresults#hotelTmpl,"3,3 km du centre","12 rue de Parme, 9e arr., 75009 Paris, France",8.7,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Grey Hotel !,48.8813301490799,2.327415123581885
Paris,Graphik Montparnasse,https://www.booking.com/hotel/fr/petit-palace.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"3,1 km du centre","131 Avenue du Maine, 14e arr., 75014 Paris, France",8.7,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Graphik Montparnasse !,48.834867,2.324292
Paris,La Perle,https://www.booking.com/hotel/fr/la-perle.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"1,4 km du centre","14 rue des Canettes, 6e arr., 75006 Paris, France",8.7,"L'établissement La Perle est situé au cœur du quartier Saint-Germain-des-Prés, à tout juste 10 minutes de marche de Saint-Michel et de la cathédrale Notre-Dame. Il propose des chambres climatisées dotées d'une connexion Wi-Fi gratuite, d'une cour-jardin et d'un bar.",48.8520981490981,2.33366131782532
Paris,Hôtel Aiglon,https://www.booking.com/hotel/fr/aiglon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from=searchresults#hotelTmpl,"2,4 km du centre","232 Boulevard Raspail, 14e arr., 75014 Paris, France",8.7,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Aiglon !,48.8397117744669,2.330172657748335
Paris,Pere Lachaise Apartment,https://www.booking.com/hotel/fr/pere-lachaise-apartment.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from=searchresults#hotelTmpl,"2,4 km du centre","16 cite joly, 11e arr., 75011 Paris, France",8.7,"Doté d'une connexion Wi-Fi gratuite, le Pere Lachaise Apartment est situé à Paris, à 1,5 km de la place de la République. L'opéra Bastille se trouve à 1,6 km.",48.8627893414841,2.382770542922235
Paris,Hôtel Rosalie,https://www.booking.com/hotel/fr/hotel-rosalie.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"2,7 km du centre","8 bis Avenue de la Soeur Rosalie, 13e arr., 75013 Paris, France",8.6,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Rosalie !,48.832073923434095,2.3536853492259997
Paris,Hotel Eden,https://www.booking.com/hotel/fr/eden-paris.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCz6nhnAbAAgHSAiQ2M2MyNDJlOS0wZDE5LTQ3MTMtOWEwMi1lOTNjOTBlMmU1MWXYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=99364a2798880182&srepoch=1670927568&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"4,2 km du centre","110 rue Blomet, 15e arr., 75015 Paris, France",8.6,Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Eden !,48.840510193777504,2.299174144864085
